Heavily indebted poor countries (HIPC),HPC,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,65.12106924
Croatia,HRV,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,81.4
Haiti,HTI,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,66.919
Hungary,HUN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,79.6
IBRD only,IBD,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,76.55018201
IDA & IBRD total,IBT,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,73.76985442
IDA total,IDA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,65.79958223
IDA blend,IDB,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,62.7083285
Indonesia,IDN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,72.403
IDA only,IDX,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,67.34914659
Isle of Man,IMN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,82.488
India,IND,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,72.142
Not classified,INX,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,
Ireland,IRL,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,84.1
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,79.091
Iraq,IRQ,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,73.293
Iceland,ISL,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,84.5
Israel,ISR,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,84.8
Italy,ITA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,85.6
Jamaica,JAM,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,73.903
Jordan,JOR,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,78.172
Japan,JPN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,87.32
Kazakhstan,KAZ,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,77.19
Kenya,KEN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,65.158
Kyrgyz Republic,KGZ,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,75.6
Cambodia,KHM,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,72.778
Kiribati,KIR,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,68.521
St. Kitts and Nevis,KNA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,
"Korea, Rep.",KOR,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,85.7
Kuwait,KWT,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,82.281
Latin America & Caribbean (excluding high income),LAC,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,77.830392
Lao PDR,LAO,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,69.572
Lebanon,LBN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,81.455
Liberia,LBR,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,62.164
Libya,LBY,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,75.877
St. Lucia,LCA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,76.968
Latin America & Caribbean,LCN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,77.97569449
Least developed countries: UN classification,LDC,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,67.07381844
Low income,LIC,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,65.32310693
Liechtenstein,LIE,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,85.5
Sri Lanka,LKA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,79.493
Lower middle income,LMC,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,71.01221112
Low & middle income,LMY,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,73.67140527
Lesotho,LSO,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,56.591
Late-demographic dividend,LTE,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,79.96156553
Lithuania,LTU,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,80.7
Luxembourg,LUX,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,84.6
Latvia,LVA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,79.7
"Macao SAR, China",MAC,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,87.439
St. Martin (French part),MAF,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,84.282
Morocco,MAR,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,76.086
Monaco,MCO,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,
Moldova,MDA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,75.232
Madagascar,MDG,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,67.432
Maldives,MDV,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,81.074
Middle East & North Africa,MEA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,76.194284
Mexico,MEX,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,77.286
Marshall Islands,MHL,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,
Middle income,MIC,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,74.64489142
North Macedonia,MKD,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,78.8
Mali,MLI,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,60.694
Malta,MLT,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,84.6
Myanmar,MMR,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,69.676
Middle East & North Africa (excluding high income),MNA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,75.59141583
Montenegro,MNE,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,79.3
Mongolia,MNG,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,75.829
