Serbia,SRB,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,73.5
Sub-Saharan Africa (excluding high income),SSA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,59.01009238
South Sudan,SSD,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,54.487
Sub-Saharan Africa,SSF,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,59.01097907
Small states,SST,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,67.52421622
Sao Tome and Principe,STP,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,65.653
Suriname,SUR,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,69.285
Slovak Republic,SVK,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,73.9
Slovenia,SVN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,78.5
Sweden,SWE,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,80.9
Eswatini,SWZ,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,55.882
Sint Maarten (Dutch part),SXM,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,
Seychelles,SYC,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,68.5
Syrian Arab Republic,SYR,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,65.625
Turks and Caicos Islands,TCA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,73.912
Chad,TCD,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,51.372
East Asia & Pacific (IDA & IBRD countries),TEA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,73.14339491
Europe & Central Asia (IDA & IBRD countries),TEC,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,70.12262844
Togo,TGO,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,59.829
Thailand,THA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,74.315
Tajikistan,TJK,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,68.272
